Regulon	Size	NES	p.value	FDR	Synergy	Ledge
ZNF620	169	-3.47	0.000529	0.00804	NA	ZNF513, HPX, TMEM30B, BDNF, + 129 genes
ZFP57	124	-3.48	0.000509	0.00782	NA	PHYHD1, DLX3, RFX6, TMEM14A, + 105 genes
ZNF639	112	-3.49	0.000488	0.00768	NA	EIF5A2, GABBR2, CCDC50, BRSK1, + 84 genes
NR2F6	392	-3.49	0.000487	0.00768	NA	SLC25A23, NCRNA00202, ANKLE1, ANKRD12, + 351 genes
ZNF238	142	-3.49	0.000477	0.00768	NA	EVX1, CPNE8, FAT3, ATXN7, + 112 genes
TFDP2	64	-3.5	0.000458	0.00756	NA	SPARC, XPNPEP2, SUDS3, STK35, + 54 genes
PCGF6	149	-3.51	0.000451	0.00754	NA	TMSB15B, ZNF215, SPAG5, PHLDA3, + 129 genes
ZNF648	184	-3.55	0.000381	0.00672	NA	C6orf208, PSPC1, SELV, KRT7, + 141 genes
ZNF74	178	-3.58	0.000343	0.00612	NA	SRRD, RPL8, STYXL1, LPIN1, + 141 genes
ZNF626	115	-3.6	0.000324	0.00587	NA	PTGIR, SLC43A3, PHF2, FTHL3, + 91 genes
ZNF486	122	-3.6	0.000314	0.00576	NA	RGS3, TMEM80, SH3GLB2, CELF4, + 107 genes
ZFR2	112	-3.62	0.000299	0.00556	NA	DLX3, GPR141, NCCRP1, KCNQ2, + 89 genes
ZNF605	76	-3.66	0.000256	0.0049	NA	IKZF4, DHTKD1, CCDC85A, ZNF676, + 64 genes
FOXM1	234	-3.72	0.000202	0.00404	NA	MCM4, DRG1, RFX6, C2orf74, + 191 genes
ATOH7	115	-3.74	0.000187	0.00381	NA	ALCAM, VNN1, C19orf33, SUV420H2, + 89 genes
ZNF222	188	-3.76	0.000168	0.00352	NA	MORC2, UGT3A1, FAM19A5, ZNF85, + 167 genes
ZNF146	165	-3.76	0.000167	0.00352	NA	BEND6, PCGF2, LPCAT3, GRIP1, + 148 genes
LGR4	210	-3.77	0.000163	0.00352	NA	MMP1, LRRC59, CXorf22, HRNBP3, + 191 genes
ZNF780A	94	-3.79	0.000148	0.00326	NA	PROM2, KCNH2, MYO3A, MDM4, + 79 genes
ALX1	159	-3.81	0.000141	0.00315	NA	ATOH8, C2orf34, ZDHHC13, RAB25, + 129 genes
ZC3H4	157	-3.81	0.000138	0.00315	NA	GLTSCR1, SPIRE2, RGS11, GRINA, + 132 genes
ZSCAN22	143	-3.83	0.000131	0.00303	NA	ZNF552, C11orf80, GNA11, AGA, + 109 genes
INSM2	77	-3.84	0.000123	0.00292	NA	AGGF1, GCGR, PRDM13, TUBBP5, + 65 genes
ZNF234	111	-3.84	0.000122	0.00292	NA	COX4I2, VPS13B, ZBTB26, HOMER1, + 96 genes
GRHL1	241	-3.86	0.000111	0.00278	NA	NLGN3, SELV, RYR1, ZSCAN12P1, + 202 genes
DLX3	42	-3.87	0.000111	0.00278	NA	HOXB13, DLX4, BRSK2, SLIT1, + 33 genes
DUS3L	97	-3.88	0.000104	0.00268	NA	ADRM1, PPAN, IL7, P2RY12, + 84 genes
FOXE3	169	-3.9	9.79e-05	0.00259	NA	GPR141, NOP2, EMR3, SERPINA10, + 146 genes
THAP10	84	-3.98	6.97e-05	0.00196	NA	CA6, LRRTM1, MPHOSPH6, IRF6, + 72 genes
TSC22D1	81	-4.02	5.72e-05	0.00164	NA	TMOD2, NANP, C3orf52, CECR6, + 68 genes
IRX1	199	-4.03	5.66e-05	0.00164	NA	NOTO, PPIL4, C7orf29, FOXI2, + 177 genes
LHX8	97	-4.03	5.58e-05	0.00164	NA	C10orf25, AGTPBP1, TMEFF2, SYT13, + 78 genes
FAM171B	114	-4.08	4.47e-05	0.00137	NA	LRRTM1, GIPC2, UBR3, ATRX, + 96 genes
ZNF100	122	-4.14	3.54e-05	0.00114	NA	TCTE1, ZNF92, LYRM5, PSPC1, + 103 genes
TAL2	209	-4.16	3.18e-05	0.00105	NA	C2orf34, DGCR5, HLA-DPB2, ISOC1, + 186 genes
ZNF490	291	-4.17	3.06e-05	0.00104	NA	KRAS, RCN2, FLJ37307, RAB6A, + 233 genes
ZNF114	84	-4.17	3.01e-05	0.00104	NA	CLCN2, C15orf59, C9orf135, SELV, + 62 genes
ZNF256	177	-4.18	2.88e-05	0.00103	NA	QPCT, RFX2, MED25, SLC16A10, + 148 genes
SOX4	128	-4.2	2.61e-05	0.00096	NA	EXOC3, SLIT1, PMAIP1, LPHN1, + 115 genes
POGK	193	-4.21	2.59e-05	0.00096	NA	DEDD, DGCR5, SSX1, RFX6, + 168 genes
IRX2	231	-4.22	2.5e-05	0.00096	NA	SHC2, HECW1, CTNNA2, OVOL2, + 201 genes
KLF17	160	-4.32	1.56e-05	0.000645	NA	TOR3A, TROAP, C6orf57, NLRP11, + 151 genes
ZSCAN5B	87	-4.53	5.77e-06	0.000305	NA	MYBPHL, SH3GL3, ITPKC, BDNF, + 71 genes
PBX3	346	-4.54	5.62e-06	0.000305	NA	MAPKAP1, SPRY4, GABBR2, HS3ST5, + 273 genes
LASS2	207	-4.55	5.41e-06	0.000305	NA	C19orf33, UBAP2L, STYXL1, UBL5, + 168 genes
SLC39A10	337	-4.58	4.68e-06	0.000295	NA	C12orf40, KLF17, BEAN, IRX2, + 265 genes
EWSR1	114	-4.6	4.3e-06	0.000284	NA	KHDC1L, REEP4, E2F4, HDDC2, + 103 genes
MSGN1	95	-5.16	2.53e-07	5.59e-05	NA	BMP6, CACNG7, IRS1, DUSP16, + 38 genes
MKRN3	251	-6.08	1.21e-09	7.99e-07	NA	HMGCLL1, CYP2F1, ANK1, C15orf23, + 215 genes
